Pool ID: 0, LP token: 0x06da0fd433C1A5d7a4faa01111c044910A184553 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xdAC17F958D2ee523a2206206994597C13D831ec7 (is WETH: False)
Pool ID: 311, LP token: 0x38E03A5fB1b1a18D47B364CDD7CdCe606397c72c (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xC7a8B45E184138114E6085C82936A8Db93DD156a (is WETH: False)
Pool ID: 312, LP token: 0x0463a06fBc8bF28b3F120cd1BfC59483F099d332 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x269616D549D7e8Eaa82DFb17028d0B212D11232A (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 313, LP token: 0xef4fA701fa5DF88EF0d5707d6144E446a1A2238b (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x1999A92711cF8815B7F6b07bd34B4287d853cFbA (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 314, LP token: 0x0225E940deEcC32A8d7C003CfB7dae22aF18460C (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x114f1388fAB456c4bA31B1850b244Eedcd024136 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 315, LP token: 0x0A2F9b5360b5C7b6D3CE826971425B3b8B766519 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x87931E7AD81914e7898d07c68F145fC0A553D8Fb (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 316, LP token: 0xFd52305D58f612aaD5f7E5e331C7A0D77E352EC3 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x5cE188B44266c7B4bbC67Afa3D16b2eB24eD1065 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 317, LP token: 0xEC87cB93eCd0Fe2f80dBd0D85431EACF1de09d50 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xadd5E881984783dD432F80381Fb52F45B53f3e70 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 318, LP token: 0xe339c1D0A744053CbCeb0D2dc2d13967c8a69586 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x641927E970222B10b2E8CDBC96b1B4F427316f16 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 319, LP token: 0xD829dE54877e0b66A2c3890b702fa5Df2245203E (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xEA47B64e1BFCCb773A0420247C0aa0a3C1D2E5C5 (is WETH: False)
Pool ID: 320, LP token: 0x854B54c39C4d8C6c781Ad6F7b036338d47F163F8 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x1098269bFc70b26DeA43f18F812D2b9854E874bA (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 321, LP token: 0xaFA5767374BA12C59a79182e8E4E27d27f1d9aA6 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xea7Cc765eBC94C4805e3BFf28D7E4aE48D06468A (is WETH: False)
Pool ID: 322, LP token: 0x5BA61c0a8c4DccCc200cd0ccC40a5725a426d002 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x41D5D79431A913C4aE7d69a668ecdfE5fF9DFB68 (is WETH: False), Token 1: 0x865377367054516e17014CcdED1e7d814EDC9ce4 (is WETH: False)
Pool ID: 323, LP token: 0xfDf12D1F85b5082877A6E070524f50F6c84FAa6b (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x383518188C0C6d7730D91b2c03a03C837814a899 (is WETH: False), Token 1: 0x5f98805A4E8be255a32880FDeC7F6728C6568bA0 (is WETH: False)
Pool ID: 324, LP token: 0x195b2Ed7DfB2Bb19c63B8B06677D46934C0c4EeA (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x44017598f2AF1bD733F9D87b5017b4E7c1B28DDE (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 325, LP token: 0x07D5695a24904CC1B6e3bd57cC7780B90618e3c4 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x99D8a9C45b2ecA8864373A26D1459e3Dff1e17F3 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 326, LP token: 0xEc3BDd98f0461A7966510d2f26BaFC6680aaB2c5 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x1e33dBA7cd47e79C4385Ba39442A693B910a0A8a (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 327, LP token: 0xfffAE4A0F4AC251F4705717cD24CaDcCc9f33E06 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x383518188C0C6d7730D91b2c03a03C837814a899 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 328, LP token: 0xc83cE8612164eF7A13d17DDea4271DD8e8EEbE5d (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x7815bDa662050D84718B988735218CFfd32f75ea (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 329, LP token: 0xeC8C342bc3E07F05B9a782bc34e7f04fB9B44502 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x853d955aCEf822Db058eb8505911ED77F175b99e (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 330, LP token: 0xe55c3e83852429334A986B265d03b879a3d188Ac (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x9C4A4204B79dd291D6b6571C5BE8BbcD0622F050 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 331, LP token: 0x24E2adF50C49633039757ab08bFF489b7C5bD6B2 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xba5BDe662c17e2aDFF1075610382B9B691296350 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 332, LP token: 0xA5c475167f03B1556C054E0dA78192cd2779087F (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x4C2e59D098DF7b6cBaE0848d66DE2f8A4889b9C3 (is WETH: False), Token 1: 0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48 (is WETH: False)
Pool ID: 333, LP token: 0xCE7E98d4dA6EBdA6Af474eA618C6b175729cD366 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x4C2e59D098DF7b6cBaE0848d66DE2f8A4889b9C3 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 334, LP token: 0x62CCB80f72CC5C975C5Bc7fb4433D3c336CE5CeB (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True), Token 1: 0xe53EC727dbDEB9E2d5456c3be40cFF031AB40A55 (is WETH: False)
Pool ID: 335, LP token: 0xEaaddE1E14C587a7Fb4Ba78eA78109BB32975f1e (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x0De05F6447ab4D22c8827449EE4bA2D5C288379B (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 336, LP token: 0x95cFa1f48faD82232772d3B1415Ad4393517F3b5 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x69fa0feE221AD11012BAb0FdB45d444D3D2Ce71c (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 337, LP token: 0x9EbC2A125b1DaF3b8a56cB52FA81F89a199E2b38 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x544c42fBB96B39B21DF61cf322b5EDC285EE7429 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 338, LP token: 0x481DdaF90C59d91F3e480E6793122E62612CA5A9 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xb05097849BCA421A3f51B249BA6CCa4aF4b97cb9 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 339, LP token: 0x1365707157a1ec841064a18d2A1771c677DF9A1C (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x8eEF5a82E6Aa222a60F009ac18c24EE12dBf4b41 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 340, LP token: 0x2734F4A846D1127f4B5D3BAb261FaCfe51dF1D9a (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x383518188C0C6d7730D91b2c03a03C837814a899 (is WETH: False), Token 1: 0xDEc41Db0c33F3F6f3cb615449C311ba22D418A8d (is WETH: False)
Pool ID: 341, LP token: 0x1f4c763BdE1D4832B3EA0640e66Da00B98831355 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x1a7e4e63778B4f12a199C062f3eFdD288afCBce8 (is WETH: False), Token 1: 0x31429d1856aD1377A8A0079410B297e1a9e214c2 (is WETH: False)
Pool ID: 342, LP token: 0x9D45081706102E7aadDD0973268457527722E274 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x579CEa1889991f68aCc35Ff5c3dd0621fF29b0C9 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 343, LP token: 0xA55b28c07Bc43fEB42119e83f5b56De89Eb54712 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0xB5e09e6Bf6a5E96934B3fd99a40F7EDACa1173Ed (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Problem with pool 344 -- ValueError('execution reverted: ')
Problem with pool 345 -- ValueError('execution reverted: ')
Problem with pool 346 -- ValueError('execution reverted: ')
Pool ID: 347, LP token: 0x055475920a8c93CfFb64d039A8205F7AcC7722d3 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5 (is WETH: False), Token 1: 0x6B175474E89094C44Da98b954EedeAC495271d0F (is WETH: False)
Problem with pool 348 -- ValueError('execution reverted: ')
Problem with pool 349 -- ValueError('execution reverted: ')
Problem with pool 350 -- ValueError('execution reverted: ')
Pool ID: 351, LP token: 0x193008EAAde86658Df8237A436261e23e3BcBbAa (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5 (is WETH: False), Token 1: 0xDEc41Db0c33F3F6f3cb615449C311ba22D418A8d (is WETH: False)
Pool ID: 352, LP token: 0xFb55AF0ef0DcdeC92Bd3752E7a9237dfEfB8AcC0 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x31429d1856aD1377A8A0079410B297e1a9e214c2 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
Pool ID: 353, LP token: 0xe9AB8038Ee6Dd4fCC7612997FE28d4e22019C4B4 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x64aa3364F17a4D01c6f1751Fd97C2BD3D7e7f1D5 (is WETH: False), Token 1: 0xC0d4Ceb216B3BA9C3701B291766fDCbA977ceC3A (is WETH: False)
Pool ID: 354, LP token: 0x82917Fb0Dd65B0e5C85Eea66E4f5C1eD484bC629 (helper balance: 0, my balance: 0, is WETH: False), Token 0: 0x65Ef703f5594D2573eb71Aaf55BC0CB548492df4 (is WETH: False), Token 1: 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 (is WETH: True)
